"letzter Abo - Auftrag: Auftrag";"letzter Abo - Auftrag: Kündigung erfasst am";"SAP GP Nummer";"Emailkontakt Text"
"2112937329-0010";"15.04.2026";"0018955724";""
"2113008316-0010";"15.04.2026";"0017426704";""
"2113303852-0010";"15.04.2026";"0019091545";""
"2114004245-0010";"15.04.2026";"0019320034";"SHZV-Ja"
"2114065991-0010";"15.04.2026";"0017486868";"SHZV-Ja;SHZA-Nein"
"2114081577-0010";"15.04.2026";"0016667530";"SHZV-Ja"
"2110256757-0010";"15.04.2026";"0016025498";"SHZV-Nein"
"2114453895-0010";"15.04.2026";"0016455959";"SHZV-Ja"
"2112846934-0010";"15.04.2026";"0018295265";"SHZV-Ja"
"2114639455-0010";"15.04.2026";"0018573702";"BEIV-Ja;SHZV-Ja"
"2114479072-0010";"15.04.2026";"0018296304";"SHZV-Ja"
"2110344033-0040";"15.04.2026";"0016259646";""
"2114608538-0010";"15.04.2026";"0019483064";"SHZV-Ja"
"2114816491-0020";"15.04.2026";"0017699544";"BEIV-Ja;SHZV-Ja"
"2114837129-0010";"15.04.2026";"0017015896";"SHZV-Nein"
"2114868401-0010";"15.04.2026";"0018381916";"BEIV-Ja;SHZV-Ja"
"2114884284-0010";"15.04.2026";"0018952124";"SHZV-Ja"
"2114963831-0010";"15.04.2026";"0017404672";"BEIV-Ja;NOZV-Ja;SHZV-Nein"
"2115036478-0010";"15.04.2026";"0019068500";""
"2115056063-0010";"15.04.2026";"0017837643";"Global-Nein"
"2115135121-0020";"15.04.2026";"0019578489";"SHZV-Ja"
"2115137245-0010";"15.04.2026";"0018916613";""
"2115164527-0010";"15.04.2026";"0018234379";"SHZV-Ja"
"2115184921-0010";"15.04.2026";"0019622436";"BEIV-Ja;SHZV-Ja"
"2115186439-0010";"15.04.2026";"0019622893";"SHZV-Ja"
"2110819867-0010";"15.04.2026";"0017793118";"HBWV-Nein"
"2114815911-0020";"15.04.2026";"0019138851";"BEIV-Ja;SHZV-Ja"
"2113628031-0010";"15.04.2026";"0019209076";"Global-Nein"
"2110323840-0010";"15.04.2026";"0016241441";"SHZV-Ja"
"2110269357-0010";"15.04.2026";"0016210594";""
"2113929794-0010";"15.04.2026";"0019293646";"SHZV-Ja"
"2115083915-0020";"15.04.2026";"0019600479";"SHZV-Nein"
"2110262068-0040";"15.04.2026";"0016032002";"SHZV-Ja"
"2110824220-0010";"15.04.2026";"0017797526";"Global-Nein"
"2110467545-0010";"15.04.2026";"0017093055";""
"2110272433-0010";"15.04.2026";"0016042954";""
"2113857068-0010";"15.04.2026";"0018167995";"Global-Nein"
"2114568825-0010";"15.04.2026";"0019470332";"SHZV-Ja"
"2114906752-0010";"15.04.2026";"0018697822";"Global-Nein"
"2111615993-0010";"15.04.2026";"0017822743";"Global-Nein"
"2110440140-0020";"15.04.2026";"0017544669";""
"2112480694-0010";"15.04.2026";"0018569418";"SHZV-Ja"
"2110326964-0010";"15.04.2026";"0016491761";"SHZV-Ja"
"2112367593-0010";"15.04.2026";"0016212267";"SHZV-Ja"
"2114094576-0020";"15.04.2026";"0019328374";"BEIV-Nein;SHZV-Ja"
"2114823793-0020";"15.04.2026";"0019029688";"SHZV-Ja"
"2114921371-0010";"15.04.2026";"0018923432";"BEIV-Ja;SHZV-Ja"
"2114941471-0010";"15.04.2026";"0019082639";"SHZV-Ja"
"2114759682-0010";"15.04.2026";"0019337813";"SHZV-Ja"
"2111544283-0010";"15.04.2026";"0018410522";"SHZV-Ja"
"2110328021-0010";"15.04.2026";"0016099671";"Global-Nein"
"2111617647-0010";"15.04.2026";"0017825384";""
"2111944352-0010";"15.04.2026";"0018548091";""
"2114208000-0010";"15.04.2026";"0019046668";"SHZV-Ja"
"2114213253-0010";"15.04.2026";"0016355974";"Global-Nein"
"2114355141-0010";"15.04.2026";"0017652768";"SHZV-Ja"
"2114611695-0010";"15.04.2026";"0019477420";"SHZV-Ja"
"2114213962-0010";"15.04.2026";"0018890219";"SHZV-Ja"
"2114813619-0020";"15.04.2026";"0017706509";"SHZV-Ja"
"2114816482-0020";"15.04.2026";"0018913892";"SHZV-Ja"
"2114822411-0010";"15.04.2026";"0016230795";"Global-Nein"
"2114831790-0010";"15.04.2026";"0019411601";"BEIV-Ja;SHZV-Ja"
"2114883402-0010";"15.04.2026";"0019553034";"SHZV-Ja"
"2114888317-0010";"15.04.2026";"0016470995";"BEIV-Ja;SHZV-Ja"
"2114896803-0010";"15.04.2026";"0019555373";"BEIV-Ja;SHZV-Ja"
"2114897223-0010";"15.04.2026";"0017605990";"SHZV-Ja"
"2114927224-0010";"15.04.2026";"0019385442";"BEIV-Ja;SHZV-Ja"
"2114834134-0010";"15.04.2026";"0016136243";"SHZV-Ja"
"2114953173-0010";"15.04.2026";"0019534798";"SHZV-Ja"
"2115171751-0010";"15.04.2026";"0019618900";"SHZV-Ja"
"2114977011-0010";"15.04.2026";"0019084566";"SHZV-Ja"
"2113545870-0010";"15.04.2026";"0019062341";"SHZV-Ja"
"2112173006-0010";"15.04.2026";"0018674493";""
"2114568939-0020";"15.04.2026";"0019470374";"SHZV-Ja"
"2114817116-0010";"15.04.2026";"0019536422";"SHZV-Ja"
"2115188045-0010";"15.04.2026";"0019405172";"SHZV-Ja"
"2114100767-0010";"15.04.2026";"0017457768";"SHZV-Nein"
"2112799610-0010";"15.04.2026";"0018904465";"SHZV-Ja"
"2110373546-0020";"15.04.2026";"0017343958";"BEIV-Ja;SHZV-Ja"
"2110476958-0010";"15.04.2026";"0017182699";""
"2114644454-0010";"15.04.2026";"0019276524";"SHZV-Nein"
"2114379811-0020";"15.04.2026";"0019168760";"SHZV-Ja"
"2115156194-0020";"15.04.2026";"0019615165";""
"2115177347-0020";"15.04.2026";"0019620703";""
"2114718692-0010";"15.04.2026";"0016086977";"BEIV-Ja;SHZV-Ja"
"2115186441-0010";"15.04.2026";"0019622894";"SHZV-Ja"
"2115186184-0010";"15.04.2026";"0019622743";"BEIV-Ja;SHZV-Ja"
"2115183638-0010";"15.04.2026";"0019622131";"SHZV-Ja"
"2115185437-0010";"15.04.2026";"0019622573";"SHZV-Ja"
"2115187270-0010";"15.04.2026";"0019622892";"SHZV-Ja"
"2115188198-0010";"15.04.2026";"0018464183";"BEIV-Ja;SHZV-Ja"
"2115188141-0010";"15.04.2026";"0019623267";"SHZV-Ja"
"2115188229-0010";"15.04.2026";"0019182082";"BEIV-Ja;SHZV-Ja"
"2115188405-0010";"15.04.2026";"0019623363";""
"2115188159-0010";"15.04.2026";"0018466919";"BEIV-Ja;SHZV-Ja"
"2115188263-0010";"15.04.2026";"0019262175";"BEIV-Ja;SHZV-Ja"
"2115188259-0010";"15.04.2026";"0019623304";"Global-Nein"
"2115188160-0010";"15.04.2026";"0018722722";"SHZV-Ja"
"2115188232-0010";"15.04.2026";"0018780016";"BEIV-Ja;SHZV-Ja"
"2115188850-0010";"15.04.2026";"0019623415";""
"2115189211-0010";"15.04.2026";"0018837915";"SHZV-Ja"
"2115189200-0010";"15.04.2026";"0019346304";"BEIV-Ja;SHZV-Ja"
"2115189209-0010";"15.04.2026";"0019316990";"BEIV-Nein;SHZV-Ja"
"2115189521-0010";"15.04.2026";"0019623551";""
"2111469197-0010";"15.04.2026";"0018365923";""
"2111811710-0010";"15.04.2026";"0018537254";""
"2114036448-0020";"15.04.2026";"0016321973";"SHZV-Ja"
"2114613490-0010";"15.04.2026";"0017404207";"BEIV-Ja;SHZV-Ja"
"2110260249-0010";"15.04.2026";"0016410288";"SHZV-Ja"
"2110257895-0020";"15.04.2026";"0016205628";"SHZV-Ja;SHZA-Nein"
"2113809372-0010";"15.04.2026";"0019261182";"SHZV-Ja"
"2114449740-0010";"15.04.2026";"0018074495";"BEIV-Nein;SHZV-Ja"
"2114346249-0010";"15.04.2026";"0016226818";"SHZV-Nein"
"2114572378-0010";"15.04.2026";"0016411740";"SHZV-Ja"
"2114577882-0010";"15.04.2026";"0016380439";"SHZV-Ja"
"2114621882-0010";"15.04.2026";"0016090073";"SHZV-Ja"
"2114872768-0020";"15.04.2026";"0019270861";"SHZV-Ja"
"2114913330-0010";"15.04.2026";"0019560028";"SHZV-Ja"
"2113334600-0010";"16.04.2026";"0016654704";"SHZV-Nein"
"2114786446-0010";"16.04.2026";"0019356715";"SHZV-Ja"
"2114863067-0010";"16.04.2026";"0019531051";"BEIV-Ja;NOZV-Ja;SHZV-Ja"
"2115152345-0010";"16.04.2026";"0016203244";"SHZV-Ja"
"2113198316-0010";"16.04.2026";"0018251296";""
"2110378339-0030";"16.04.2026";"0017209543";"SHZV-Ja"
"2110256774-0010";"16.04.2026";"0016406725";"SHZV-Ja"
"2110348666-0030";"16.04.2026";"0016310483";""
"2113529504-0010";"16.04.2026";"0019173381";"SHZV-Nein"
"2112954768-0010";"16.04.2026";"0017457663";""
"2110550997-0010";"16.04.2026";"0018018959";""
"2110255845-0010";"16.04.2026";"0016644473";"SHZV-Nein"
"2112591123-0010";"16.04.2026";"0018023594";"BEIV-Ja;SHZV-Ja;SHZA-Nein"
"2114389182-0010";"16.04.2026";"0016257319";"SHZV-Nein"
"2114241371-0010";"16.04.2026";"0018676452";""
"2114244058-0010";"16.04.2026";"0019206499";""
"2114529321-0010";"16.04.2026";"0018095976";"SHZV-Ja"
"2114718099-0010";"16.04.2026";"0019512455";"SHZV-Ja"
"2114718855-0020";"16.04.2026";"0019512618";"SHZV-Ja"
"2114764418-0020";"16.04.2026";"0016488988";"SHZV-Ja"
"2114854620-0010";"16.04.2026";"0019545833";""
"2114886855-0010";"16.04.2026";"0019277465";"SHZV-Ja"
"2114918524-0010";"16.04.2026";"0019558001";"SHZV-Ja"
"2114979178-0010";"16.04.2026";"0019574312";"SHZV-Ja"
"2115024808-0010";"16.04.2026";"0016504831";"SHZV-Ja"
"2115028880-0010";"16.04.2026";"0016707382";"SHZV-Ja"
"2115098440-0020";"16.04.2026";"0019337220";"SHZV-Ja"
"2115099684-0010";"16.04.2026";"0016179815";"SHZV-Ja;SHZA-Nein"
"2112127607-0010";"16.04.2026";"0017834087";"Global-Nein"
"2114018825-0020";"16.04.2026";"0016642387";""
"2115183596-0010";"16.04.2026";"0019404460";"SHZV-Ja"
"2115188839-0010";"16.04.2026";"0019275367";"SHZV-Ja"
"2112129793-0010";"16.04.2026";"0017836172";""
"2110315775-0020";"16.04.2026";"0016088058";""
"2114297486-0010";"16.04.2026";"0016059252";"SHZV-Ja"
"2114644371-0010";"16.04.2026";"0019275925";"Global-Nein"
"2114738210-0010";"16.04.2026";"0016037641";""
"2114761486-0010";"16.04.2026";"0018688734";"SHZV-Ja"
"2114871524-0010";"16.04.2026";"0018932731";"SHZV-Ja"
"2113039281-0010";"16.04.2026";"0017861311";""
"2110481329-0010";"16.04.2026";"0017400617";"Global-Nein"
"2113814511-0010";"16.04.2026";"0017841733";""
"2114389248-0010";"16.04.2026";"0019354679";"SHZV-Nein"
"2114453178-0010";"16.04.2026";"0018445863";"BEIV-Nein"
"2114467323-0010";"16.04.2026";"0016496096";"SHZV-Nein"
"2115072218-0010";"16.04.2026";"0019337238";"Global-Nein"
"2110309986-0010";"16.04.2026";"0016232865";"Global-Nein"
"2114320708-0010";"16.04.2026";"0019392168";"SHZV-Ja"
"2114719084-0020";"16.04.2026";"0019462236";"SHZV-Ja"
"2114816530-0020";"16.04.2026";"0018510142";"SHZV-Ja"
"2114821016-0010";"16.04.2026";"0019537329";"SHZV-Ja"
"2114893274-0010";"16.04.2026";"0018921670";"SHZV-Ja"
"2115033007-0010";"16.04.2026";"0019540092";"SHZV-Ja"
"2112126730-0010";"16.04.2026";"0017840340";""
"2110492252-0020";"16.04.2026";"0017620522";"SHZV-Ja;SHZA-Nein"
"2115074711-0010";"16.04.2026";"0017841390";"BEIV-Ja"
"2115185388-0010";"16.04.2026";"0019622547";"BEIV-Ja;SHZV-Ja"
"2115187650-0010";"16.04.2026";"0019506551";"BEIV-Ja;SHZV-Ja"
"2110238663-0010";"16.04.2026";"0016008146";"SHZV-Ja"
"2113543084-0010";"16.04.2026";"0016491497";"SHZV-Ja"
"2114098269-0010";"16.04.2026";"0018159770";"SHZV-Ja"
"2114844425-0010";"16.04.2026";"0019092664";""
"2115155255-0020";"16.04.2026";"0019615025";"SHZV-Ja"
"2113837136-0010";"16.04.2026";"0019269896";"SHZV-Ja"
"2113407035-0010";"16.04.2026";"0016419570";"SHZV-Ja"
"2114874581-0010";"16.04.2026";"0019239475";"BEIV-Ja;SHZV-Ja"
"2115014309-0010";"16.04.2026";"0019259249";""
"2113864154-0010";"16.04.2026";"0017309613";"BEIV-Ja;SHZV-Ja"
"2113492298-0010";"16.04.2026";"0016017275";"SHZV-Ja"
"2114814312-0020";"16.04.2026";"0017432625";"SHZV-Ja"
"2115184935-0010";"16.04.2026";"0019622442";"SHZV-Ja"
"2115186433-0010";"16.04.2026";"0019622889";"Global-Nein"
"2115186172-0010";"16.04.2026";"0019622736";"BEIV-Ja;SHZV-Ja"
"2115186416-0010";"16.04.2026";"0019622875";"SHZV-Ja"
"2115179109-0010";"16.04.2026";"0019621138";"SHZV-Ja"
"2115183655-0010";"16.04.2026";"0019622137";"SHZV-Ja"
"2115183725-0010";"16.04.2026";"0019622177";"SHZV-Nein"
"2115184163-0010";"16.04.2026";"0018179998";"BEIV-Ja;SHZV-Ja"
"2115185198-0010";"16.04.2026";"0019552679";"SHZV-Ja"
"2115185966-0010";"16.04.2026";"0019622675";"SHZV-Ja"
"2115187221-0010";"16.04.2026";"0019329460";"SHZV-Ja"
"2115186113-0010";"16.04.2026";"0019622711";"SHZV-Nein"
"2115186647-0010";"16.04.2026";"0017640548";"SHZV-Ja"
"2115186446-0010";"16.04.2026";"0019622898";"SHZV-Ja"
"2115187968-0010";"16.04.2026";"0019252204";"SHZV-Ja"
"2115188184-0010";"16.04.2026";"0019172784";"Global-Nein"
"2115188506-0010";"16.04.2026";"0019233911";"SHZV-Ja"
"2115188206-0010";"16.04.2026";"0019299890";"SHZV-Ja"
"2115188052-0010";"16.04.2026";"0019623228";"BEIV-Ja;SHZV-Ja"
"2115188103-0010";"16.04.2026";"0019623250";"BEIV-Ja;SHZV-Ja"
"2115188071-0010";"16.04.2026";"0019623238";"SHZV-Ja"
"2115188101-0010";"16.04.2026";"0019623249";"SHZV-Ja"
"2115188289-0010";"16.04.2026";"0019623318";"Global-Nein"
"2115188067-0010";"16.04.2026";"0019217268";"BEIV-Ja;SHZV-Ja"
"2115189202-0010";"16.04.2026";"0019358770";"SHZV-Ja"
"2115189052-0010";"16.04.2026";"0019520880";"SHZV-Ja"
"2115189403-0010";"16.04.2026";"0019365256";""
"2111958031-0010";"16.04.2026";"0016027019";""
"2115074382-0010";"16.04.2026";"0018247361";"SHZV-Ja"
"2115183547-0010";"16.04.2026";"0019622091";"SHZV-Ja"
"2110345443-0020";"16.04.2026";"0016117095";"SHZV-Ja"
"2110489025-0010";"16.04.2026";"0017402394";"SHZV-Nein"
"2114110535-0010";"16.04.2026";"0019350454";"BEIV-Ja;SHZV-Ja"
"2110511726-0020";"16.04.2026";"0017432256";"SHZV-Ja"
"2110472694-0010";"16.04.2026";"0017100598";"SHZV-Nein"
"2112006203-0010";"16.04.2026";"0018604591";"BEIV-Ja;SHZV-Ja"
"2114874562-0010";"16.04.2026";"0018469835";"SHZV-Ja"
"2115024040-0020";"16.04.2026";"0019581106";"BEIV-Ja;SHZV-Ja"
"2115024882-0020";"16.04.2026";"0019384872";"SHZV-Ja"
"2111771663-0010";"17.04.2026";"0016537483";""
"2112126266-0010";"17.04.2026";"0017836978";"SHZV-Nein"
"2113194190-0010";"17.04.2026";"0018146322";""
"2111848363-0010";"17.04.2026";"0018550974";""
"2110268992-0010";"17.04.2026";"0016210286";""
"2113065042-0010";"17.04.2026";"0016354752";"BEIV-Ja;SHZV-Ja"
"2110285309-0010";"17.04.2026";"0016657121";""
"2110344501-0020";"17.04.2026";"0016300163";""
"2110434037-0030";"17.04.2026";"0017052771";"SHZV-Ja"
"2114229783-0020";"17.04.2026";"0018889360";"SHZV-Ja"
"2114462137-0010";"17.04.2026";"0017835727";"BEIV-Ja"
"2114558570-0010";"17.04.2026";"0017205786";"SHZV-Ja"
"2114562072-0010";"17.04.2026";"0018844682";"BEIV-Ja;SHZV-Ja"
"2110379628-0030";"17.04.2026";"0017015462";""
"2114627193-0010";"17.04.2026";"0018063157";"SHZV-Ja"
"2114683564-0010";"17.04.2026";"0018478956";"SHZV-Ja"
"2114685202-0010";"17.04.2026";"0019033522";""
"2114698526-0010";"17.04.2026";"0018612371";"BEIV-Nein;NOZV-Nein;SHZV-Ja"
"2110416650-0020";"17.04.2026";"0017041635";""
"2114807724-0020";"17.04.2026";"0017698443";"SHZV-Ja"
"2114815078-0020";"17.04.2026";"0016521374";"SHZV-Ja"
"2114821341-0020";"17.04.2026";"0017841376";"BEIV-Ja;SHZV-Ja"
"2114843599-0010";"17.04.2026";"0018915330";"SHZV-Ja"
"2114870822-0010";"17.04.2026";"0018488007";"BEIV-Ja;SHZV-Ja"
"2114853072-0010";"17.04.2026";"0019543723";""
"2114851463-0010";"17.04.2026";"0019148868";"BEIV-Ja;SHZV-Ja"
"2114931422-0010";"17.04.2026";"0016414326";"SHZV-Ja"
"2114949368-0020";"17.04.2026";"0018679755";"SHZV-Ja"
"2114951758-0010";"17.04.2026";"0019428608";"SHZV-Ja"
"2114961631-0010";"17.04.2026";"0019016253";"SHZV-Ja"
"2114969198-0010";"17.04.2026";"0017836356";"BEIV-Ja;SHZV-Ja"
"2115042636-0010";"17.04.2026";"0016541632";"SHZV-Ja"
"2115043030-0010";"17.04.2026";"0019590632";""
"2115066949-0010";"17.04.2026";"0018392802";"SHZV-Ja"
"2115093144-0010";"17.04.2026";"0019602480";""
"2115123810-0020";"17.04.2026";"0019608774";"SHZV-Ja"
"2113230959-0010";"17.04.2026";"0019068537";""
"2115173714-0010";"17.04.2026";"0019150055";"SHZV-Ja"
"2110236435-0010";"17.04.2026";"0016378077";"SHZV-Ja"
"2114481710-0010";"17.04.2026";"0016254375";""
"2114944326-0010";"17.04.2026";"0017352123";"SHZV-Ja"
"2115006190-0010";"17.04.2026";"0018003528";"SHZV-Nein"
"2112131530-0010";"17.04.2026";"0017837878";""
"2113469524-0010";"17.04.2026";"0018143439";""
"2110234094-0010";"17.04.2026";"0016374518";"Global-Nein"
"2111616416-0010";"17.04.2026";"0017823363";""
"2113798758-0010";"17.04.2026";"0019254305";"Global-Nein"
"2114298968-0010";"17.04.2026";"0019406003";"Global-Nein"
"2114606984-0010";"17.04.2026";"0019476269";"SHZV-Ja"
"2112196269-0010";"17.04.2026";"0018684281";"HBWV-Nein"
"2115035769-0010";"17.04.2026";"0017840203";"BEIV-Ja;SHZV-Ja"
"2110258672-0020";"17.04.2026";"0016028483";""
"2110334021-0010";"17.04.2026";"0016104482";""
"2112126863-0010";"17.04.2026";"0017838357";"Global-Nein"
"2110520321-0010";"17.04.2026";"0017340763";""
"2110314247-0010";"17.04.2026";"0016235495";"Global-Nein"
"2111145922-0030";"17.04.2026";"0018234877";""
"2110347232-0010";"17.04.2026";"0016120227";""
"2111505379-0010";"17.04.2026";"0017080812";"Global-Nein"
"2111407850-0010";"17.04.2026";"0018336212";"SHZV-Nein"
"2113988547-0010";"17.04.2026";"0016672274";"SHZV-Nein"
"2110276176-0040";"17.04.2026";"0016431710";""
"2114935216-0010";"17.04.2026";"0018969913";"Global-Nein"
"2115085817-0010";"17.04.2026";"0019029480";"Global-Nein"
"2112843530-0010";"17.04.2026";"0017403205";"SHZV-Nein"
"2113397389-0010";"17.04.2026";"0018935800";"Global-Nein"
"2114219649-0010";"17.04.2026";"0019377726";"BEIV-Ja;SHZV-Ja"
"2115183734-0010";"17.04.2026";"0019622184";"SHZV-Nein"
"2110321415-0040";"17.04.2026";"0016694750";"SHZV-Ja"
"2110353503-0010";"17.04.2026";"0016320279";"BEIV-Ja;SHZV-Ja"
"2113403882-0010";"17.04.2026";"0016354674";""
"2114055432-0010";"17.04.2026";"0018320832";"SHZV-Ja"
"2114441521-0010";"17.04.2026";"0016378201";"SHZV-Ja"
"2114712516-0010";"17.04.2026";"0016049781";"BEIV-Ja;SHZV-Ja"
"2114784770-0010";"17.04.2026";"0019058544";"SHZV-Ja"
"2114821135-0020";"17.04.2026";"0016348996";"SHZV-Nein"
"2114825579-0020";"17.04.2026";"0018928214";"SHZV-Ja"
"2115009914-0010";"17.04.2026";"0019473813";"SHZV-Ja"
"2115189422-0010";"17.04.2026";"0019059086";"SHZV-Ja"
"2112131136-0010";"17.04.2026";"0017841290";""
"2114662682-0010";"17.04.2026";"0017838745";"SHZV-Ja"
"2115181691-0010";"17.04.2026";"0017343022";"BEIV-Ja;SHZV-Ja"
"2114635957-0010";"17.04.2026";"0016386022";"SHZV-Ja"
"2114663230-0010";"17.04.2026";"0016381031";"SHZV-Ja;SHZA-Nein"
"2114788058-0010";"17.04.2026";"0018731415";"SHZV-Ja"
"2114821681-0010";"17.04.2026";"0016254553";"SHZV-Ja"
"2114828921-0010";"17.04.2026";"0016538457";"SHZV-Ja"
"2114831589-0020";"17.04.2026";"0019536359";"SHZV-Ja"
"2114846845-0010";"17.04.2026";"0019296080";"SHZV-Ja"
"2115171668-0010";"17.04.2026";"0019618882";"Global-Nein"
"2115186235-0010";"17.04.2026";"0019622773";"SHZV-Ja"
"2114057348-0010";"17.04.2026";"0016225566";"SHZV-Ja"
"2115191047-0010";"17.04.2026";"0019510870";""
"2114122333-0020";"17.04.2026";"0019359656";"SHZV-Ja"
"2115162490-0020";"17.04.2026";"0019595506";"SHZV-Ja"
"2115186229-0010";"17.04.2026";"0019622769";"SHZV-Ja"
"2115186213-0010";"17.04.2026";"0019622762";"SHZV-Ja"
"2115188058-0010";"17.04.2026";"0019353489";"SHZV-Ja"
"2115189763-0010";"17.04.2026";"0019623675";"SHZV-Ja"
"2115190092-0010";"17.04.2026";"0019623776";"SHZV-Ja"
"2114213366-0010";"17.04.2026";"0016535383";"SHZV-Ja"
"2114795424-0010";"17.04.2026";"0018821043";"BEIV-Ja;SHZV-Ja"
"2115183126-0010";"17.04.2026";"0019464782";"BEIV-Ja"
"2115192358-0010";"17.04.2026";"0019569652";"SHZV-Ja"
"2115192387-0010";"17.04.2026";"0019560661";"SHZV-Ja"
"2115192416-0010";"17.04.2026";"0019596644";"SHZV-Ja"
"2115191940-0010";"17.04.2026";"0019624161";"SHZV-Ja"
"2115190789-0010";"17.04.2026";"0019623912";"Global-Nein"
"2110288263-0010";"17.04.2026";"0016446478";"SHZV-Ja"
"2113925776-0010";"17.04.2026";"0019293759";"SHZV-Ja"
"2114812553-0010";"17.04.2026";"0016476270";"SHZV-Ja;SHZA-Nein"
"2113807229-0010";"17.04.2026";"0019260169";"SHZV-Nein"
"2115102410-0010";"17.04.2026";"0019604577";"SHZV-Ja"
"2114807714-0020";"18.04.2026";"0019000086";"BEIV-Nein;SHZV-Ja"
"2111738930-0010";"18.04.2026";"0017323621";""
"2110238534-0020";"18.04.2026";"0016007997";"SHZV-Nein"
"2110823672-0010";"18.04.2026";"0018169919";""
"2110338414-0010";"18.04.2026";"0016109658";""
"2111725253-0010";"18.04.2026";"0018499262";""
"2113968497-0010";"18.04.2026";"0017604324";"SHZV-Nein"
"2113787650-0010";"18.04.2026";"0018096880";"SHZV-Ja"
"2113169299-0020";"18.04.2026";"0019038427";"SHZV-Ja"
"2114646084-0010";"18.04.2026";"0017328653";"SHZV-Ja"
"2114355093-0010";"18.04.2026";"0019421234";"SHZV-Nein"
"2113581156-0010";"18.04.2026";"0019192673";"Global-Nein"
"2114808537-0010";"18.04.2026";"0018971427";"SHZV-Ja"
"2114818425-0020";"18.04.2026";"0019074399";"SHZV-Ja"
"2114857591-0010";"18.04.2026";"0016448820";"SHZV-Ja"
"2115110006-0010";"18.04.2026";"0019271146";"SHZV-Ja"
"2115149987-0010";"18.04.2026";"0019605032";"SHZV-Ja"
"2115164497-0010";"18.04.2026";"0019275938";"SHZV-Ja"
"2114483406-0010";"18.04.2026";"0016422899";"SHZV-Ja"
"2115135779-0010";"18.04.2026";"0017198108";"SHZV-Ja;SHZA-Nein"
"2115175905-0010";"18.04.2026";"0019620401";"SHZV-Nein"
"2110465128-0030";"18.04.2026";"0017089990";"SHZV-Ja"
"2110275455-0010";"18.04.2026";"0016213529";"Global-Nein"
"2110351572-0010";"18.04.2026";"0016315770";"BEIV-Ja;SHZV-Ja"
"2113999751-0010";"18.04.2026";"0019313033";"Global-Nein"
"2114570790-0010";"18.04.2026";"0019089232";"BEIV-Ja;SHZV-Ja"
"2114779326-0010";"18.04.2026";"0018977770";"BEIV-Ja;SHZV-Ja"
"2114813638-0020";"18.04.2026";"0016536818";"SHZV-Ja"
"2115037171-0010";"18.04.2026";"0019158382";"SHZV-Ja"
"2115182544-0010";"18.04.2026";"0019621897";"SHZV-Ja"
"2114883367-0010";"18.04.2026";"0016524854";"SHZV-Ja"
"2115161080-0020";"18.04.2026";"0019616104";""
"2115186167-0010";"18.04.2026";"0019622732";"Global-Nein"
"2115186257-0010";"18.04.2026";"0019622786";"SHZV-Ja"
"2115186431-0010";"18.04.2026";"0019622888";"SHZV-Nein"
"2115191294-0010";"18.04.2026";"0019520674";"SHZV-Ja"
"2114971326-0010";"18.04.2026";"0019315746";"SHZV-Ja"
"2114482840-0010";"18.04.2026";"0016440555";"BEIV-Ja;SHZV-Ja"
"2115135779-0010";"18.04.2026";"0019610494";""
"2115193035-0010";"18.04.2026";"0018388114";"SHZV-Nein"
"2114956836-0010";"19.04.2026";"0018541922";"BEIV-Nein;SHZV-Ja"
"2112896763-0010";"19.04.2026";"0016493813";"SHZV-Ja"
"2114745225-0010";"19.04.2026";"0018073828";"SHZV-Ja"
"2114548990-0010";"19.04.2026";"0016085073";"SHZV-Ja"
"2110327898-0010";"19.04.2026";"0016243792";"SHZV-Ja"
"2114537711-0010";"19.04.2026";"0019444353";"SHZV-Ja"
"2114969577-0010";"19.04.2026";"0016671348";"BEIV-Ja;SHZV-Ja"
"2115003468-0010";"19.04.2026";"0017708341";"SHZV-Ja"
"2110510591-0060";"19.04.2026";"0017125537";"SHZV-Ja"
"2113989774-0020";"19.04.2026";"0018268193";"BEIV-Nein;SHZV-Nein"
"2115131688-0010";"19.04.2026";"0017466772";"SHZV-Nein"
"2111100210-0010";"19.04.2026";"0018222697";"SHZV-Ja"
"2114768901-0010";"19.04.2026";"0016068920";"BEIV-Ja;SHZV-Ja;SHZA-Nein"
"2114876938-0010";"19.04.2026";"0019504428";"BEIV-Ja;SHZV-Ja"
"2113087161-0010";"20.04.2026";"0017059695";""
"2113047228-0010";"20.04.2026";"0017694332";"BEIV-Ja;SHZV-Ja"
"2110435942-0050";"20.04.2026";"0017292920";""
"2110445726-0030";"20.04.2026";"0017308505";""
"2113056070-0010";"20.04.2026";"0016186250";""
"2114421445-0010";"20.04.2026";"0018318325";"SHZV-Ja"
"2114429473-0010";"20.04.2026";"0017836967";"BEIV-Ja;SHZV-Ja"
"2114431761-0010";"20.04.2026";"0017017359";"Global-Nein"
"2114215337-0010";"20.04.2026";"0019379231";""
"2114226988-0010";"20.04.2026";"0019380125";""
"2114606394-0020";"20.04.2026";"0019482333";"SHZV-Ja"
"2114766948-0010";"20.04.2026";"0019523811";"SHZV-Ja"
"2114766958-0010";"20.04.2026";"0019523813";"SHZV-Ja"
"2114885329-0010";"20.04.2026";"0017020724";"SHZV-Ja"
"2115020942-0010";"20.04.2026";"0019526843";"SHZV-Nein"
"2115088516-0010";"20.04.2026";"0019045739";"SHZV-Ja"
"2115112163-0010";"20.04.2026";"0019509565";""
"2115119415-0010";"20.04.2026";"0016723658";"Global-Nein"
